source_vocabulary_id,source_code_description,relationship_id,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,valid_start_date,valid_end_date,invalid_reason
MIMIC4,Digestive system,Maps to,2109074,"Laparoscopy, surgical, mobilization (take-down) of splenic flexure performed in conjunction with partial colectomy (List separately in addition to primary procedure)",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109076,"Unlisted laparoscopy procedure, intestine (except rectum)",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109078,"Placement, enterostomy or cecostomy, tube open (eg, for feeding or decompression) (separate procedure)",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109088,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109089,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with biopsy, single or multiple",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109090,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with removal of foreign body(s)",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109093,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with control of bleeding (eg, injection, bipolar cautery, unipolar cautery, laser, heater probe, stapler, plasma coagulator)",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109094,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109096,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with placement of percutaneous jejunostomy tube",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109098,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, including ileum; diagnostic, with or without collection of specimen(s) by brushing or washing (separate procedure)",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109099,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, including ileum; with biopsy, single or multiple",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109168,"Destruction of rectal tumor (eg, electrodesiccation, electrosurgery, laser ablation, laser resection, cryosurgery) transanal approach",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109202,"Colonoscopy, flexible; with transendoscopic balloon dilation",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109233,"Incision and drainage of intramural, intramuscular, or submucosal abscess, transanal, under anesthesia",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109235,"Incision and drainage of ischiorectal or intramural abscess, with fistulectomy or fistulotomy, submuscular, with or without placement of seton",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109245,"Hemorrhoidectomy, external, 2 or more columns/groups",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109246,"Hemorrhoidectomy, internal and external, single column/group",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109248,"Hemorrhoidectomy, internal and external, single column/group; with fistulectomy, including fissurectomy, when performed",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109249,"Hemorrhoidectomy, internal and external, 2 or more columns/groups",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109260,"Anoscopy; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109267,"Anoscopy; with control of bleeding (eg, injection, bipolar cautery, unipolar cautery, laser, heater probe, stapler, plasma coagulator)",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109268,"Anoscopy; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109399,"Biopsy of pancreas, percutaneous needle",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109478,"Replacement of gastrostomy or cecostomy (or other colonic) tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109480,"Replacement of gastro-jejunostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,2109489,"Repair initial inguinal hernia, age 5 years or older; reducible",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4010263,Excision of sublingual gland,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4013483,Suture of laceration of palate,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4017451,Revision of ileostomy,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4029416,Repair of paracolostomy hernia,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4091735,Palatopharyngoplasty,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4104016,Tonsillectomy and adenoidectomy,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4132297,Closure of gastrostomy,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4167809,Incision and drainage of perianal abscess,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4180835,Esophagoscopy for insertion of wire to guide dilation,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4187383,Excision of submandibular gland,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4187786,Revision of colostomy,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4194125,Anal fissurectomy,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4198190,Appendectomy,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4205923,Anoscopy with anorectal dilation,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4214117,Incision and drainage of peritonsillar abscess,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4224173,Hemorrhoidectomy by simple ligature,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4225243,Surgical transfer of bilateral parotid ducts with ligation of bilateral submandibular ducts,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4229931,Papillectomy of single anal tag,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4242213,Incision and drainage of perirectal abscess,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4243973,Laparoscopic appendectomy,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4268746,Excision of ranula of sublingual gland,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4306947,Cricopharyngeal myotomy,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,4323838,"Ligation of salivary duct, intraoral",SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,40757001,"Laparoscopy, surgical, repair of paraesophageal hernia, includes fundoplasty, when performed; with implantation of mesh",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,40757019,"Laparoscopy, surgical, esophageal lengthening procedure (eg, Collis gastroplasty or wedge gastroplasty) (List separately in addition to code for primary procedure)",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,40757044,"Gastric intubation and aspiration(s) therapeutic, necessitating physician's skill (eg, for gastrointestinal hemorrhage), including lavage if performed",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,40757103,"Laparoscopy, surgical, repair of paraesophageal hernia, includes fundoplasty, when performed; without implantation of mesh",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,42742539,Abdominal paracentesis (diagnostic or therapeutic); without imaging guidance,CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,42742540,Abdominal paracentesis (diagnostic or therapeutic); with imaging guidance,CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,42742541,"Peritoneal lavage, including imaging guidance, when performed",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,43527935,"Esophagogastroduodenoscopy, flexible, transoral; with optical endomicroscopy",CPT4,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digestive system,Maps to,45771078,Insertion of anal seton,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,Digitoxin,Maps to,4250652,Digitoxin measurement,SNOMED,Measurement,04-24-2024,12-31-2099,
MIMIC4,Digoxin,Maps to,1326303,digoxin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Digoxin,Maps to,3011335,Digoxin [Mass/volume] in Serum or Plasma,LOINC,Measurement,09-15-2022,12-31-2099,
MIMIC4,Digoxin,Maps to,4104254,Digoxin measurement,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,Digoxin (Lanoxin),Subsumes,35606376,digoxin Injection [Lanoxin],RxNorm,Drug,02-06-2024,12-31-2099,
MIMIC4,Digoxin (Lanoxin),Subsumes,40033907,digoxin Oral Tablet [Lanoxin],RxNorm,Drug,02-06-2024,12-31-2099,
MIMIC4,Digoxin (Lanoxin),Subsumes,40145084,digoxin Oral Solution [Lanoxin],RxNorm,Drug,02-06-2024,12-31-2099,
MIMIC4,Digoxin (Lanoxin),Subsumes,40725904,Digoxin Injectable Solution [Lanoxin],RxNorm Extension,Drug,02-06-2024,12-31-2099,
MIMIC4,Digoxin (Lanoxin),Subsumes,42481554,Digoxin Prefilled Syringe [Lanoxin],RxNorm Extension,Drug,02-06-2024,12-31-2099,
MIMIC4,Digoxin 0.125mg Tab,Maps to,19018935,digoxin 0.125 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Digoxin 0.125MG TAB,Maps to,19018935,digoxin 0.125 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Digoxin 0.125mg Tablet,Maps to,19018935,digoxin 0.125 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Digoxin 0.25MG TAB,Maps to,19018937,digoxin 0.25 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Digoxin 0.5mg/2mL Amp,Maps to,19003514,2 ML digoxin 0.25 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Digoxin Immune Fab,Maps to,1326303,digoxin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dilantin,Subsumes,44131204,5 ML Phenytoin 50 MG/ML Injectable Solution [Dilantin],RxNorm Extension,Drug,02-06-2024,12-31-2099,
MIMIC4,"Dilation and curettage, diagnostic and/or therapeutic (nonobstetrical)",Maps to,2110171,"Dilation and curettage, diagnostic and/or therapeutic (nonobstetrical)",CPT4,Procedure,09-15-2022,12-31-2099,
MIMIC4,Dilation of esophagus with balloon (30 mm diameter or larger) for achalasia,Maps to,2108949,Dilation of esophagus with balloon (30 mm diameter or larger) for achalasia,CPT4,Procedure,09-15-2022,12-31-2099,
MIMIC4,"Dilation of esophagus, by unguided sound or bougie, single or multiple passes",Maps to,4279537,Bougienage of esophagus,SNOMED,Procedure,02-06-2024,12-31-2099,
MIMIC4,Dilation of rectal stricture (separate procedure) under anesthesia other than local,Maps to,4221397,Dilation of rectal stricture under nonlocal anesthesia,SNOMED,Procedure,02-06-2024,12-31-2099,
MIMIC4,"Dilation of urethral stricture by passage of filiform and follower, male; subsequent",Maps to,2109886,"Dilation of urethral stricture by passage of filiform and follower, male; subsequent",CPT4,Procedure,09-15-2022,12-31-2099,
MIMIC4,Diltia,Maps to,1328165,diltiazem,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diltiazem,Maps to,1328165,diltiazem,RxNorm,Drug,02-06-2024,12-31-2099,
MIMIC4,Diltiazem,Maps to,1328165,diltiazem,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diltiazem,Maps to,1328165,diltiazem,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diltiazem 30 mg Tab,Maps to,1328689,diltiazem hydrochloride 30 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diltiazem 30MG TAB,Maps to,1328689,diltiazem hydrochloride 30 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diltiazem 50mg/10mL Vial,Maps to,42629596,diltiazem hydrochloride 5 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diltiazem 60 mg Tab,Maps to,19133622,diltiazem hydrochloride 60 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diltiazem 90 mg Tab,Maps to,19133621,diltiazem hydrochloride 90 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diltiazem Extended-Release,Maps to,1328165,diltiazem,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diltiazem Extended-Release 120 mg ER Cap,Maps to,19133574,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diltiazem Extended-Release 240 mg ER Cap,Maps to,19133566,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DimenhyDRINATE,Maps to,928744,dimenhydrinate,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,"Dimeric Inhibin A, Maternal Screen",Maps to,44790868,Inhibin A measurement,SNOMED,Measurement,04-24-2024,12-31-2099,
MIMIC4,DiphenhydrAMINE 25mg Cap,Maps to,40232444,diphenhydramine hydrochloride 25 MG Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DiphenhydrAMINE 25mg/10mL Cup,Maps to,40232435,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DiphenhydrAMINE 50mg/mL Vial,Maps to,40232454,diphenhydramine hydrochloride 50 MG/ML Injectable Solution,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diphenhydramine HCl 25mg Cap,Maps to,40232444,diphenhydramine hydrochloride 25 MG Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DiphenhydrAMINE HCl 25mg Cap,Maps to,40232444,diphenhydramine hydrochloride 25 MG Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diphenhydramine HCl 25mg/5mL Bulk,Maps to,40232435,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diphenhydramine HCl 50mg/mL Vial,Maps to,40232454,diphenhydramine hydrochloride 50 MG/ML Injectable Solution,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diphenoxylate-Atropine,Maps to,914335,atropine,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Diphenoxylate-Atropine,Maps to,930916,diphenoxylate,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DIPHYLLOBOTHRIUM SP.,Maps to,4167511,Diphyllobothrium,SNOMED,Observation,04-24-2024,12-31-2099,
MIMIC4,Dipivefrin HCl 0.1%,Maps to,990009,dipivefrin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dipyridamole,Maps to,1331270,dipyridamole,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dipyridamole-Aspirin,Maps to,1112807,aspirin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dipyridamole-Aspirin,Maps to,1331270,dipyridamole,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Direct admission of patient for hospital observation care,Maps to,581385,Observation Room,CMS Place of Service,Visit,02-06-2024,12-31-2099,
MIMIC4,Direct Antigen Test for Herpes Simplex Virus Types 1 & 2,Is a,4036361,Herpes simplex virus 1 AND 2 antigen assay,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,DIRECT ANTIGEN TEST FOR VARICELLA-ZOSTER VIRUS,Is a,4045349,Varicella virus antigen assay,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,Direct Antiplatelet Antibodies,Maps to,4013672,Direct platelet antibody test,SNOMED,Measurement,04-24-2024,12-31-2099,
MIMIC4,Direct Bilirubin,Maps to,44805650,Conjugated bilirubin measurement,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,DIRECT EMER.,Is a,4079617,Emergency hospital admission,SNOMED,Observation,04-24-2024,12-31-2099,
MIMIC4,DIRECT INFLUENZA A ANTIGEN TEST,Is a,4044987,Influenza A virus antigen assay,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,DIRECT INFLUENZA B ANTIGEN TEST,Is a,4044988,Influenza B virus antigen assay,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,DIRECT OBSERVATION,Is a,4079617,Emergency hospital admission,SNOMED,Observation,04-24-2024,12-31-2099,
MIMIC4,"Direct repair of aneurysm, pseudoaneurysm, or excision (partial or total) and graft insertion, with or without patch graft; for aneurysm and associated occlusive disease, axillary-brachial artery, by arm incision",Maps to,2107624,"Direct repair of aneurysm, pseudoaneurysm, or excision (partial or total) and graft insertion, with or without patch graft; for aneurysm and associated occlusive disease, axillary-brachial artery, by arm incision",CPT4,Procedure,09-15-2022,12-31-2099,
MIMIC4,"Direct repair of aneurysm, pseudoaneurysm, or excision (partial or total) and graft insertion, with or without patch graft; for aneurysm, pseudoaneurysm, and associated occlusive disease, common femoral artery (profunda femoris, superficial femoral)",Maps to,2107667,"Direct repair of aneurysm, pseudoaneurysm, or excision (partial or total) and graft insertion, with or without patch graft; for aneurysm, pseudoaneurysm, and associated occlusive disease, common femoral artery (profunda femoris, superficial femoral)",CPT4,Procedure,09-15-2022,12-31-2099,
MIMIC4,DIRECT RSV ANTIGEN TEST,Is a,37393549,Respiratory syncytial virus antigen assay,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,Discharge Date/Time,Is a,40485383,Date of discharge,SNOMED,Observation,04-24-2024,12-31-2099,
MIMIC4,Discharge needs,Has asso proc,4024614,Assessment of needs,SNOMED,Procedure,02-06-2024,12-31-2099,
MIMIC4,Disopyramide,Maps to,4323133,Disopyramide measurement,SNOMED,Measurement,04-24-2024,12-31-2099,
MIMIC4,Disopyramide CR,Maps to,1335606,disopyramide,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Disopyramide Phosphate,Maps to,1335606,disopyramide,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,"Dissection, deep jugular node(s)",Maps to,4306486,Excision of deep jugular nodes,SNOMED,Procedure,02-06-2024,12-31-2099,
MIMIC4,"Distal revascularization and interval ligation (DRIL), upper extremity hemodialysis access (steal syndrome)",Maps to,2108302,"Distal revascularization and interval ligation (DRIL), upper extremity hemodialysis access (steal syndrome)",CPT4,Procedure,09-15-2022,12-31-2099,
MIMIC4,Disulfiram,Maps to,735850,disulfiram,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Divalproex (EXTended Release) 250 mg ER Tablet,Maps to,40237527,24 HR divalproex sodium 250 MG Extended Release Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Divalproex Sod. Sprinkles 125 mg Capsule,Maps to,40238238,divalproex sodium 125 MG Delayed Release Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Division of stricture of rectum,Maps to,4172768,Incision of rectal stricture,SNOMED,Procedure,02-06-2024,12-31-2099,
MIMIC4,DLPICC,Maps to,4170113,Intravenous central,SNOMED,Route,04-24-2024,12-31-2099,
MIMIC4,Dlta Bili,Maps to,2109728,Injection procedure for retrograde urethrocystography,CPT4,Procedure,09-15-2022,12-31-2099,
MIMIC4,Dobutamine,Maps to,1337720,dobutamine,RxNorm,Drug,02-06-2024,12-31-2099,
MIMIC4,DOBUTamine,Maps to,1337720,dobutamine,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dobutamine 250MG PREMIX,Maps to,19076658,250 ML dobutamine 1 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DOBUTamine 250mg Premix,Maps to,19076658,250 ML dobutamine 1 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DOCEtaxel (TaxoTERE),Maps to,1315942,docetaxel,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Docetaxel 80mg Vial,Maps to,1315944,docetaxel 40 MG/ML Injectable Solution,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Docusate Sodium (Liquid) 100mg Capsule,Maps to,40240688,docusate sodium 100 MG Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Docusate Sodium (Liquid) 100mg UD Cup,Maps to,42708429,docusate sodium 10 MG/ML Oral Solution,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Docusate Sodium (Liquid) 100MG UD CUP,Maps to,42708429,docusate sodium 10 MG/ML Oral Solution,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Docusate Sodium 100mg Cap,Maps to,40240688,docusate sodium 100 MG Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Docusate Sodium 100MG CAP,Maps to,40240688,docusate sodium 100 MG Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Docusate Sodium 100mg Capsule,Maps to,40240688,docusate sodium 100 MG Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Docusate Sodium 100mg UD Cup,Maps to,42708429,docusate sodium 10 MG/ML Oral Solution,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Docusate Sodium 100MG UD CUP,Maps to,42708429,docusate sodium 10 MG/ML Oral Solution,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dofetilide,Maps to,1362979,dofetilide,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dolasetron Mesylate 100mg Tab,Maps to,19076706,dolasetron 100 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dolasetron Mesylate 12.5mg Vial,Maps to,42629550,0.625 ML dolasetron mesylate 20 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DOLOSIGRANULUM PIGRUM,Maps to,4181033,Dolosigranulum pigrum,SNOMED,Observation,04-24-2024,12-31-2099,
MIMIC4,Donepezil,Maps to,715997,donepezil,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Donepezil 10mg Tab,Maps to,40223768,donepezil hydrochloride 10 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Donepezil 5mg Tablet,Maps to,40223778,donepezil hydrochloride 5 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dopamine,Maps to,1337860,dopamine,RxNorm,Drug,02-06-2024,12-31-2099,
MIMIC4,DOPamine,Maps to,1337860,dopamine,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DOPamine 400mg Premix,Maps to,35606564,250 ML dopamine hydrochloride 1.6 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dopamine HCl,Maps to,1337860,dopamine,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Doppler BP,Is a,4326744,Blood pressure,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,Doripenem *NF*,Maps to,1713905,doripenem,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dornase alfa *NF*,Maps to,1125443,dornase alfa,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,dorsal foot,Is a,4179857,Region of foot,SNOMED,Spec Anatomic Site,04-24-2024,12-31-2099,
MIMIC4,Dorsal PedPulse L,Subsumes,3019743,Pulse intensity Dorsal pedal artery - left by palpation,LOINC,Measurement,02-06-2024,12-31-2099,
MIMIC4,Dorsal PedPulse R,Subsumes,44816680,Pulse intensity Dorsal pedal artery - right by palpation,LOINC,Measurement,02-06-2024,12-31-2099,
MIMIC4,Dorzolamide 2% Ophth. Soln.,Maps to,981709,dorzolamide,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dorzolamide 2%/Timolol 0.5% Ophth. 10mL Dropper Bottle,Maps to,1594711,dorzolamide 20 MG/ML / timolol 5 MG/ML Ophthalmic Solution,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Dostinex 0.5mg Tablet,Maps to,19022177,cabergoline 0.5 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Double Stranded DNA,Maps to,3012718,DNA double strand Ab [Presence] in Serum,LOINC,Measurement,09-15-2022,12-31-2099,
MIMIC4,Down Syndrome Risk,Maps to,44813548,Down risk level calculation,SNOMED,Measurement,04-24-2024,12-31-2099,
MIMIC4,Doxazosin,Maps to,1363053,doxazosin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Doxazosin 1mg Tablet,Maps to,1363057,doxazosin 1 MG Oral Tablet,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Doxepin HCl,Maps to,738156,doxepin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Doxercalciferol,Maps to,1512446,doxercalciferol,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DOXOrubicin,Maps to,1338512,doxorubicin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,DOXOrubicin 2mg/mL-25mL,Maps to,42629346,doxorubicin hydrochloride 2 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Doxycycline,Maps to,1738521,doxycycline,RxNorm,Drug,02-06-2024,12-31-2099,
MIMIC4,Doxycycline Hyclate,Maps to,1738521,doxycycline,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Doxycycline Hyclate 100 mg Cap,Maps to,46234523,doxycycline hyclate 100 MG Oral Capsule,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Doxycycline Hyclate 100 mg Vial,Maps to,19076753,doxycycline hyclate 100 MG Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,Drain Removed,Maps to,4081548,Removal of drain,SNOMED,Procedure,02-06-2024,12-31-2099,
MIMIC4,Drainage Bag,Has relat context,4149275,Drainage bag,SNOMED,Device,02-06-2024,12-31-2099,
MIMIC4,"Drainage external ear, abscess or hematoma; complicated",Maps to,2111186,"Drainage external ear, abscess or hematoma; complicated",CPT4,Procedure,09-15-2022,12-31-2099,
