source_code,source_concept_id,source_vocabulary_id,source_code_description,relationship_id,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,valid_start_date,valid_end_date,invalid_reason
1000064,0,DelphiR2,FL | FL GRAFT/FISTULA DECLOT |,Has measurement,4090653,Graft/AV fistula recirculation,SNOMED,Measurement,02-20-2024,12-31-2099,
1000064,0,DelphiR2,FL | FL GRAFT/FISTULA DECLOT |,Is a,2108255,Declotting by thrombolytic agent of implanted vascular access device or catheter,CPT4,Procedure,02-20-2024,12-31-2099,
1000472,0,DelphiR2,FL | FL HEMODIALYSIS CATHETER REMOVAL |,Is a,4152154,Fluoroscopic guidance,SNOMED,Procedure,02-20-2024,12-31-2099,
1000472,0,DelphiR2,FL | FL HEMODIALYSIS CATHETER REMOVAL |,Is a,4304476,Removal of catheter,SNOMED,Procedure,02-20-2024,12-31-2099,
1000471,0,DelphiR2,FL | FL IVC FILTER PLACEMENT |,Maps to,4335812,Fluoroscopy guided insertion of permanent inferior vena cava filter with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000267,0,DelphiR2,FL | FL JEJUNOSTOMY PLACEMENT |,Maps to,4160710,Jejunostomy using fluoroscopic guidance,SNOMED,Procedure,02-20-2024,12-31-2099,
1000192,0,DelphiR2,FL | FL LARGE-JOINT ASPIRATION |,Is a,46272247,Fluoroscopy guided aspiration of joint,SNOMED,Procedure,02-20-2024,12-31-2099,
1000177,0,DelphiR2,FL | FL LUMBAR PUNCTURE FOR INTRATHECAL CHEMO INSTILLATION |,Has asso proc,4066311,Intrathecal injection of chemotherapeutic agent,SNOMED,Procedure,02-20-2024,12-31-2099,
1000177,0,DelphiR2,FL | FL LUMBAR PUNCTURE FOR INTRATHECAL CHEMO INSTILLATION |,Is a,4231796,Lumbar puncture using fluoroscopic guidance,SNOMED,Procedure,02-20-2024,12-31-2099,
1000051,0,DelphiR2,FL | FL MESENTERIC ANGIOGRAPHY |,Maps to,4305197,Fluoroscopic angiography of mesenteric artery with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000227,0,DelphiR2,FL | FL MESENTERIC ARTERIAL EMBOLIZATION |,Maps to,4167872,Fluoroscopic angiography with contrast and embolization of mesenteric artery,SNOMED,Procedure,02-20-2024,12-31-2099,
1000466,0,DelphiR2,FL | FL NEPHROSTOMY EXCHANGE |,Maps to,4199519,Replacement of nephrostomy tube using fluoroscopic guidance,SNOMED,Procedure,02-20-2024,12-31-2099,
1000004,0,DelphiR2,FL | FL NEPHROSTOMY PRIMARY PLACEMENT |,Is a,4160711,Nephrostomy using fluoroscopic guidance,SNOMED,Procedure,02-20-2024,12-31-2099,
1000197,0,DelphiR2,FL | FL NEURO SURGERY IMAGING |,Is a,2789317,"Imaging, Central Nervous System, Fluoroscopy",ICD10PCS,Procedure,02-20-2024,12-31-2099,
1000197,0,DelphiR2,FL | FL NEURO SURGERY IMAGING |,Is a,4041193,Operation on nervous system,SNOMED,Procedure,02-20-2024,12-31-2099,
1000197,0,DelphiR2,FL | FL NEURO SURGERY IMAGING |,Is a,4195288,Fluoroscopy,SNOMED,Procedure,02-20-2024,12-31-2099,
1000255,0,DelphiR2,FL | FL PELVIC ANGIOGRAPHY |,Maps to,4304565,Fluoroscopic angiography of pelvic vascular structure with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000431,0,DelphiR2,FL | FL PELVIC ARTERIAL EMBOLIZATION |,Maps to,46271524,Fluoroscopy guided embolization of artery of pelvis with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000033,0,DelphiR2,FL | FL PICC EXCHANGE |,Maps to,4230578,Fluoroscopy guided replacement of peripherally inserted central catheter with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000487,0,DelphiR2,FL | FL PICC PLACEMENT |,Maps to,4234774,Insertion of peripherally inserted central catheter using fluoroscopic guidance with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000260,0,DelphiR2,FL | FL SPLENIC ARTERY EMBOLIZATION |,Subsumes,4161260,Percutaneous embolization of splenic artery using fluoroscopic guidance with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000224,0,DelphiR2,FL | FL SUPRAPUBIC CATHETER PRIMARY PLACEMENT |,Is a,4023112,Cystostomy and insertion of suprapubic catheter,SNOMED,Procedure,02-20-2024,12-31-2099,
1000224,0,DelphiR2,FL | FL SUPRAPUBIC CATHETER PRIMARY PLACEMENT |,Is a,4152154,Fluoroscopic guidance,SNOMED,Procedure,02-20-2024,12-31-2099,
1000458,0,DelphiR2,FL | FL TRANSJUGULAR INTRAHEPATIC PORTOSYSTEMIC SHUNT (TIPS) |,Is a,4052390,Transjugular intrahepatic portosystemic shunt,SNOMED,Procedure,02-20-2024,12-31-2099,
1000316,0,DelphiR2,FL | FL TUNNELED CATHETER EXPLANT |,Subsumes,4330629,Fluoroscopy guided removal of tunneled central venous catheter with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000480,0,DelphiR2,FL | FL TUNNELED HEMODIALYSIS CATHETER PLACEMENT |,Maps to,4160832,Insertion of tunneled dialysis catheter using fluoroscopic guidance,SNOMED,Procedure,02-20-2024,12-31-2099,
1000512,0,DelphiR2,FL | FL TUNNELED SMALL BORE CATHETER PLACEMENT |,Is a,4329775,Insertion of tunneled central venous catheter using fluoroscopic guidance with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000067,0,DelphiR2,FL | FL UPPER EXTREMITY ANGIOGRAPHY |,Maps to,4169463,Fluoroscopic angiography of upper limb artery with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000226,0,DelphiR2,FL | FL VASCULAR SURGERY IMAGING |,Is a,4170914,Fluoroscopic angiography with contrast,SNOMED,Procedure,02-20-2024,12-31-2099,
1000240,0,DelphiR2,FL | FL VENOUS INTERVENTION NOT OTHERWISE SPECIFIED |,Maps to,4171541,Fluoroscopic venography,SNOMED,Procedure,02-20-2024,12-31-2099,
FLOWSHEET DATA,0,DelphiR2,FLOWSHEET DATA,Has relat context,21493265,Flowsheet,LOINC,Note,02-20-2024,12-31-2099,
FLOWSHEET MODALITY,0,DelphiR2,FLOWSHEET MODALITY,Is a,21493265,Flowsheet,LOINC,Note,02-20-2024,12-31-2099,
FLUENCY DISORDERS,0,DelphiR2,FLUENCY DISORDERS,Has associated finding,4046804,Disorder of fluency,SNOMED,Condition,02-20-2024,12-31-2099,
FLUENCY DISORDERS,0,DelphiR2,FLUENCY DISORDERS,Is a,4239444,Fluency of speech,SNOMED,Observation,02-20-2024,12-31-2099,
GASTROINTESTINAL,0,DelphiR2,GASTROINTESTINAL,Is a,4267809,Digestive system observable,SNOMED,Observation,02-20-2024,12-31-2099,
GASTROINTESTINAL SYSTEM,0,DelphiR2,GASTROINTESTINAL SYSTEM,Maps to,3005618,Physical findings of Gastrointestinal system,LOINC,Measurement,02-20-2024,12-31-2099,
1000499,0,DelphiR2,Gastrointestinal System | Ostomy | Output,Has asso proc,4327938,Construction of stoma,SNOMED,Procedure,02-20-2024,12-31-2099,
1000499,0,DelphiR2,Gastrointestinal System | Ostomy | Output,Has relat context,4148230,Ostomy appliance,SNOMED,Device,02-20-2024,12-31-2099,
1000499,0,DelphiR2,Gastrointestinal System | Ostomy | Output,Has relat context,4218021,Stoma bag,SNOMED,Device,02-20-2024,12-31-2099,
1000499,0,DelphiR2,Gastrointestinal System | Ostomy | Output,Is a,4209882,Measuring output,SNOMED,Measurement,02-20-2024,12-31-2099,
1000499,0,DelphiR2,Gastrointestinal System | Ostomy | Output,Subsumes,3019468,Fluid output gastric tube [Appearance],LOINC,Measurement,02-20-2024,12-31-2099,
1000499,0,DelphiR2,Gastrointestinal System | Ostomy | Output,Subsumes,21491185,Fluid output enteral tube [Volume] Measured,LOINC,Measurement,02-20-2024,12-31-2099,
1000338,0,DelphiR2,GASTROINTESTINAL | ABDOMEN | Abdomen INSPECTION,Has asso proc,4075966,Examination of abdomen,SNOMED,Procedure,02-20-2024,12-31-2099,
1000338,0,DelphiR2,GASTROINTESTINAL | ABDOMEN | Abdomen INSPECTION,Maps to,3014308,Physical findings of Abdomen,LOINC,Measurement,02-20-2024,12-31-2099,
1000235,0,DelphiR2,GASTROINTESTINAL | ABDOMEN | Abdomen TENDERNESS,Has associated finding,197981,Abdominal tenderness,SNOMED,Condition,02-20-2024,12-31-2099,
1000235,0,DelphiR2,GASTROINTESTINAL | ABDOMEN | Abdomen TENDERNESS,Is a,21494966,Physical findings of Abdomen by Palpation,LOINC,Measurement,02-20-2024,12-31-2099,
1000186,0,DelphiR2,GASTROINTESTINAL | ABDOMEN | Abdominal BINDER,Has asso proc,4031293,Application of abdominal corset,SNOMED,Procedure,02-20-2024,12-31-2099,
1000186,0,DelphiR2,GASTROINTESTINAL | ABDOMEN | Abdominal BINDER,Has relat context,4074176,"Abdominal binder, device",SNOMED,Device,02-20-2024,12-31-2099,
1000360,0,DelphiR2,GASTROINTESTINAL | ABDOMEN | Abdominal GIRTH,Maps to,4170051,Abdominal girth measurement,SNOMED,Measurement,02-20-2024,12-31-2099,
1000360,0,DelphiR2,GASTROINTESTINAL | ABDOMEN | Abdominal GIRTH,Subsumes,3016258,Waist Circumference at umbilicus by Tape measure,LOINC,Measurement,02-20-2024,12-31-2099,
1000040,0,DelphiR2,GASTROINTESTINAL | ABDOMEN | INRA-ABDOMINAL PRESSURE,Is a,4197273,Intraabdominal pressure,SNOMED,Observation,02-20-2024,12-31-2099,
1000334,0,DelphiR2,GASTROINTESTINAL | BOWELS SOUNDS | GENERAL Bowels Sounds,Is a,4337265,Bowel sounds,SNOMED,Observation,02-20-2024,12-31-2099,
1000334,0,DelphiR2,GASTROINTESTINAL | BOWELS SOUNDS | GENERAL Bowels Sounds,Is a,21494961,Bowel sounds by Auscultation,LOINC,Measurement,02-20-2024,12-31-2099,
1000357,0,DelphiR2,GASTROINTESTINAL | BOWELS | Bowels CONTINENCE,Has asso proc,4221057,Bowel continence assessment,SNOMED,Procedure,02-20-2024,12-31-2099,
1000357,0,DelphiR2,GASTROINTESTINAL | BOWELS | Bowels CONTINENCE,Maps to,4227399,Bowel continence status,SNOMED,Observation,02-20-2024,12-31-2099,
1000357,0,DelphiR2,GASTROINTESTINAL | BOWELS | Bowels CONTINENCE,Subsumes,3046826,Bowel continence [Minimum Data Set],LOINC,Observation,02-20-2024,12-31-2099,
1000357,0,DelphiR2,GASTROINTESTINAL | BOWELS | Bowels CONTINENCE,Subsumes,4040647,Anorectal continence,SNOMED,Observation,02-20-2024,12-31-2099,
1000007,0,DelphiR2,GASTROINTESTINAL | BOWELS | Bowels CONTROL,Has asso proc,4014863,Child examination: bowel control,SNOMED,Procedure,02-20-2024,12-31-2099,
1000007,0,DelphiR2,GASTROINTESTINAL | BOWELS | Bowels CONTROL,Maps to,4043373,Bowel control,SNOMED,Observation,02-20-2024,12-31-2099,
1000007,0,DelphiR2,GASTROINTESTINAL | BOWELS | Bowels CONTROL,Subsumes,1617512,Bowel control - functional ability,LOINC,Observation,02-20-2024,12-31-2099,
1000068,0,DelphiR2,GASTROINTESTINAL | BOWELS | Bowels INCONTINENCE,Has associated finding,197675,Incontinence of feces,SNOMED,Condition,02-20-2024,12-31-2099,
1000068,0,DelphiR2,GASTROINTESTINAL | BOWELS | Bowels INCONTINENCE,Is a,4141775,Incontinence control,SNOMED,Observation,02-20-2024,12-31-2099,
GENDER,0,DelphiR2,GENDER,Maps to,46235215,Gender identity,LOINC,Observation,02-20-2024,12-31-2099,
GENITAL,0,DelphiR2,GENITAL,Maps to,4216845,Genital structure,SNOMED,Spec Anatomic Site,02-20-2024,12-31-2099,
GENITOURINARY,0,DelphiR2,GENITOURINARY,Maps to,40757666,Genitourinary,LOINC,Observation,02-20-2024,12-31-2099,
1000207,0,DelphiR2,GENITOURINARY | Urinary | Bladder Continence,Has asso proc,4090003,Bladder continence assessment,SNOMED,Procedure,02-20-2024,12-31-2099,
1000207,0,DelphiR2,GENITOURINARY | Urinary | Bladder Continence,Maps to,4235720,Urinary continence status,SNOMED,Observation,02-20-2024,12-31-2099,
1000207,0,DelphiR2,GENITOURINARY | Urinary | Bladder Continence,Subsumes,3046357,Bladder continence [Minimum Data Set],LOINC,Observation,02-20-2024,12-31-2099,
1000038,0,DelphiR2,GENITOURINARY | Urinary | Urinary Sysmptoms,Has relat context,74174,Urinary symptoms,SNOMED,Observation,02-20-2024,12-31-2099,
1000038,0,DelphiR2,GENITOURINARY | Urinary | Urinary Sysmptoms,Is a,3024465,Physical findings of Urinary tract,LOINC,Measurement,02-20-2024,12-31-2099,
1000447,0,DelphiR2,GI Tube | GI Tube | Location,Has relat context,4118292,Gastrointestinal tube,SNOMED,Device,02-20-2024,12-31-2099,
1000447,0,DelphiR2,GI Tube | GI Tube | Location,Subsumes,3004122,Oral tube site,LOINC,Observation,02-20-2024,12-31-2099,
1000447,0,DelphiR2,GI Tube | GI Tube | Location,Subsumes,3015853,Nasogastric tube site,LOINC,Observation,02-20-2024,12-31-2099,
1000447,0,DelphiR2,GI Tube | GI Tube | Location,Subsumes,3020557,Gastrostomy tube site,LOINC,Observation,02-20-2024,12-31-2099,
1000447,0,DelphiR2,GI Tube | GI Tube | Location,Subsumes,3025259,Enteral tube site,LOINC,Observation,02-20-2024,12-31-2099,
1000026,0,DelphiR2,GI Tube | GI Tube | Site Assessment,Has asso proc,4301539,Gastrostomy/nasogastric tube insertion assessment,SNOMED,Procedure,02-20-2024,12-31-2099,
1000026,0,DelphiR2,GI Tube | GI Tube | Site Assessment,Has asso proc,4301540,Gastrostomy/nasogastric tube irrigation assessment,SNOMED,Procedure,02-20-2024,12-31-2099,
1000026,0,DelphiR2,GI Tube | GI Tube | Site Assessment,Has relat context,4118292,Gastrointestinal tube,SNOMED,Device,02-20-2024,12-31-2099,
1000003,0,DelphiR2,GI Tube | GI Tube | Status,Has relat context,4118292,Gastrointestinal tube,SNOMED,Device,02-20-2024,12-31-2099,
GLASGOW COMA SCLAE,0,DelphiR2,GLASGOW COMA SCLAE,Maps to,3032652,Glasgow coma scale,LOINC,Measurement,02-20-2024,12-31-2099,
1000121,0,DelphiR2,"Health Outcome | Health Outcome | Patient health outcome (transfers, rehab, dealth, etc)",Subsumes,3014604,Patient problem outcome Narrative,LOINC,Observation,02-20-2024,12-31-2099,
1000121,0,DelphiR2,"Health Outcome | Health Outcome | Patient health outcome (transfers, rehab, dealth, etc)",Subsumes,37020968,Disease outcome [Type],LOINC,Observation,02-20-2024,12-31-2099,
HEART RATE,0,DelphiR2,HEART RATE,Maps to,3027018,Heart rate,LOINC,Measurement,02-20-2024,12-31-2099,
HEENT,0,DelphiR2,HEENT,Maps to,762569,"Review of systems, head, ear, eyes, nose and throat",SNOMED,Procedure,02-20-2024,12-31-2099,
1000402,0,DelphiR2,HEENT |  Eyes/Vision | Extraocular Movement,Maps to,4162451,Extraocular eye movement,SNOMED,Observation,02-20-2024,12-31-2099,
1000421,0,DelphiR2,HEENT |  Eyes/Vision | Impaired Vision,Has associated finding,4265433,Visual impairment,SNOMED,Condition,02-20-2024,12-31-2099,
1000421,0,DelphiR2,HEENT |  Eyes/Vision | Impaired Vision,Has measurement,4237318,Vision screening,SNOMED,Measurement,02-20-2024,12-31-2099,
1000421,0,DelphiR2,HEENT |  Eyes/Vision | Impaired Vision,Has measurement,4254074,Children's vision screening,SNOMED,Measurement,02-20-2024,12-31-2099,
1000421,0,DelphiR2,HEENT |  Eyes/Vision | Impaired Vision,Is a,3026129,Physical findings of Vision,LOINC,Measurement,02-20-2024,12-31-2099,
1000228,0,DelphiR2,HEENT |  Eyes/Vision | Left Corneal Reflex,Is a,4011079,Corneal reflex,SNOMED,Observation,02-20-2024,12-31-2099,
1000424,0,DelphiR2,HEENT |  Eyes/Vision | Left Eye Assessment,Is a,3022676,Physical findings of Eye,LOINC,Measurement,02-20-2024,12-31-2099,
1000424,0,DelphiR2,HEENT |  Eyes/Vision | Left Eye Assessment,Is a,4263508,Ophthalmic examination and evaluation,SNOMED,Procedure,02-20-2024,12-31-2099,
1000114,0,DelphiR2,HEENT |  Eyes/Vision | Left Visual Field,Is a,4336678,Visual field study,SNOMED,Procedure,02-20-2024,12-31-2099,
1000114,0,DelphiR2,HEENT |  Eyes/Vision | Left Visual Field,Maps to,21491617,Visual field defects Left eye,LOINC,Measurement,02-20-2024,12-31-2099,
1000110,0,DelphiR2,HEENT |  Eyes/Vision | Pupil CV Left,Is a,4187345,Pupil constriction,SNOMED,Observation,02-20-2024,12-31-2099,
1000110,0,DelphiR2,HEENT |  Eyes/Vision | Pupil CV Left,Is a,4238776,Pupil observable,SNOMED,Observation,02-20-2024,12-31-2099,
1000350,0,DelphiR2,HEENT |  Eyes/Vision | Pupil CV Right,Is a,4187345,Pupil constriction,SNOMED,Observation,02-20-2024,12-31-2099,
1000350,0,DelphiR2,HEENT |  Eyes/Vision | Pupil CV Right,Is a,4238776,Pupil observable,SNOMED,Observation,02-20-2024,12-31-2099,
1000173,0,DelphiR2,HEENT |  Eyes/Vision | Pupil NPI Left,Is a,4238776,Pupil observable,SNOMED,Observation,02-20-2024,12-31-2099,
1000418,0,DelphiR2,HEENT |  Eyes/Vision | Pupil NPI Right,Is a,4238776,Pupil observable,SNOMED,Observation,02-20-2024,12-31-2099,
1000510,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL REACTION Left,Is a,4154920,Pupil reaction,SNOMED,Observation,02-20-2024,12-31-2099,
1000510,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL REACTION Left,Maps to,21491763,Left pupil Pupillary response,LOINC,Measurement,02-20-2024,12-31-2099,
1000509,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL REACTION Right,Is a,4154920,Pupil reaction,SNOMED,Observation,02-20-2024,12-31-2099,
1000509,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL REACTION Right,Maps to,21490963,Right pupil Pupillary response,LOINC,Measurement,02-20-2024,12-31-2099,
1000308,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL SIZE Left,Is a,4237865,Size of pupil,SNOMED,Measurement,02-20-2024,12-31-2099,
1000308,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL SIZE Left,Subsumes,3021415,Left pupil Diameter Auto,LOINC,Measurement,02-20-2024,12-31-2099,
1000308,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL SIZE Left,Subsumes,3026611,Left eye Pupil diameter Manual,LOINC,Measurement,02-20-2024,12-31-2099,
1000308,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL SIZE Left,Subsumes,36660609,Left pupil Diameter by Keratometry,LOINC,Measurement,02-20-2024,12-31-2099,
1000233,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL SIZE Right,Is a,4237865,Size of pupil,SNOMED,Measurement,02-20-2024,12-31-2099,
1000233,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL SIZE Right,Subsumes,3010321,Right eye Pupil diameter Manual,LOINC,Measurement,02-20-2024,12-31-2099,
1000233,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL SIZE Right,Subsumes,3027214,Right pupil Diameter Auto,LOINC,Measurement,02-20-2024,12-31-2099,
1000233,0,DelphiR2,HEENT |  Eyes/Vision | PUPIL SIZE Right,Subsumes,36659832,Right pupil Diameter by Keratometry,LOINC,Measurement,02-20-2024,12-31-2099,
1000005,0,DelphiR2,HEENT |  Eyes/Vision | Pupillometry size Left,Is a,4238776,Pupil observable,SNOMED,Observation,02-20-2024,12-31-2099,
1000005,0,DelphiR2,HEENT |  Eyes/Vision | Pupillometry size Left,Maps to,3026611,Left eye Pupil diameter Manual,LOINC,Measurement,02-20-2024,12-31-2099,
1000364,0,DelphiR2,HEENT |  Eyes/Vision | Pupillometry size right,Is a,4238776,Pupil observable,SNOMED,Observation,02-20-2024,12-31-2099,
1000364,0,DelphiR2,HEENT |  Eyes/Vision | Pupillometry size right,Maps to,3010321,Right eye Pupil diameter Manual,LOINC,Measurement,02-20-2024,12-31-2099,
1000191,0,DelphiR2,HEENT |  Eyes/Vision | Right Corneal Reflex,Is a,4011079,Corneal reflex,SNOMED,Observation,02-20-2024,12-31-2099,
1000468,0,DelphiR2,HEENT |  Eyes/Vision | Right Eye Assessment,Is a,3022676,Physical findings of Eye,LOINC,Measurement,02-20-2024,12-31-2099,
1000468,0,DelphiR2,HEENT |  Eyes/Vision | Right Eye Assessment,Is a,4263508,Ophthalmic examination and evaluation,SNOMED,Procedure,02-20-2024,12-31-2099,
1000084,0,DelphiR2,HEENT |  Eyes/Vision | Right Visual Field,Is a,4249889,Visual field,SNOMED,Observation,02-20-2024,12-31-2099,
1000084,0,DelphiR2,HEENT |  Eyes/Vision | Right Visual Field,Maps to,21491616,Visual field defects Right eye,LOINC,Measurement,02-20-2024,12-31-2099,
1000218,0,DelphiR2,HEENT |  Eyes/Vision | Visual Acuity,Maps to,4089822,Near visual acuity,SNOMED,Measurement,02-20-2024,12-31-2099,
1000218,0,DelphiR2,HEENT |  Eyes/Vision | Visual Acuity,Subsumes,1616593,Visual acuity near testing condition by Phoropter,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Has associated finding,377889,Hearing loss,SNOMED,Condition,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Has asso proc,4134565,Hearing examination,SNOMED,Procedure,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Has asso proc,4140740,Hearing assessment,SNOMED,Procedure,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Has relat context,44795805,Registered hearing impaired,SNOMED,Observation,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Maps to,46271821,Screening for hearing loss,SNOMED,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,1616294,Hearing loss configuration Ear - right,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,1616336,Hearing loss type Ear - left,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,1616499,Hearing loss configuration Ear - left,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,1616502,Hearing loss degree.min Ear - right,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,1616792,Hearing loss degree.min Ear - left,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,1616836,Hearing loss degree Ear - left,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,1616981,Hearing loss degree.max Ear - right,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,1617133,Hearing loss degree.max Ear - left,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,1617566,Hearing loss degree Ear - right,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,1617578,Hearing loss type Ear - right,LOINC,Measurement,02-20-2024,12-31-2099,
1000484,0,DelphiR2,HEENT | Ears/ Hearing | Impaired Hearing,Subsumes,3050392,Hearing loss newborn screening interpretation,LOINC,Measurement,02-20-2024,12-31-2099,
1000196,0,DelphiR2,HEENT | Ears/ Hearing | Left Ear Assessment,Has asso proc,4021506,Examination of ear,SNOMED,Procedure,02-20-2024,12-31-2099,
1000196,0,DelphiR2,HEENT | Ears/ Hearing | Left Ear Assessment,Is a,3006604,Physical findings of Ear,LOINC,Measurement,02-20-2024,12-31-2099,
1000042,0,DelphiR2,HEENT | Ears/ Hearing | Right Ear Assessment,Is a,3006604,Physical findings of Ear,LOINC,Measurement,02-20-2024,12-31-2099,
1000042,0,DelphiR2,HEENT | Ears/ Hearing | Right Ear Assessment,Is a,4021506,Examination of ear,SNOMED,Procedure,02-20-2024,12-31-2099,
1000460,0,DelphiR2,HEENT | THROAT | MUCOUS MEMBRANE,Is a,3019989,Physical findings of Mucous membrane,LOINC,Measurement,02-20-2024,12-31-2099,
1000319,0,DelphiR2,HEENT | THROAT | ORAL CARE,Maps to,46272649,Assessment of oral hygiene pattern,SNOMED,Procedure,02-20-2024,12-31-2099,
1000319,0,DelphiR2,HEENT | THROAT | ORAL CARE,Subsumes,3039006,Oral care given,LOINC,Observation,02-20-2024,12-31-2099,
1000152,0,DelphiR2,HEENT | THROAT | Voice Assessment,Is a,44788950,Voice assessment,SNOMED,Procedure,02-20-2024,12-31-2099,
HEIGHT,0,DelphiR2,HEIGHT,Maps to,3036277,Body height,LOINC,Measurement,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,36921628,helium 79 % / oxygen 21 % Gas for Inhalation [Heliox] by BOC,RxNorm Extension,Drug,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,36925201,helium 79 % / oxygen 21 % Gas for Inhalation [Heliox],RxNorm Extension,Drug,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,36935447,helium / oxygen Gas for Inhalation [Heliox],RxNorm Extension,Drug,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,36945625,helium 79 % / oxygen 21 % Gas for Inhalation [Heliox],RxNorm Extension,Drug,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,36950797,helium 79 % / oxygen 21 % [Heliox],RxNorm Extension,Drug,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,44037322,Helium 0.07 % / Oxygen 0.03 % Gas for Inhalation [heliox] by Vitalaire,RxNorm Extension,Drug,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,44041490,Helium 0.07 % / Oxygen 0.03 % [heliox],RxNorm Extension,Drug,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,44057104,Helium / Oxygen Gas for Inhalation [heliox],RxNorm Extension,Drug,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,44093235,Helium 0.05 % / Oxygen 0.05 % [heliox],RxNorm Extension,Drug,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,44112046,Helium 0.05 % / Oxygen 0.05 % Gas for Inhalation [heliox],RxNorm Extension,Drug,02-20-2024,12-31-2099,
HELIOX,0,DelphiR2,HELIOX,Has relat context,44112047,Helium 0.07 % / Oxygen 0.03 % Gas for Inhalation [heliox],RxNorm Extension,Drug,02-20-2024,12-31-2099,
HEMODIALYSIS,0,DelphiR2,HEMODIALYSIS,Maps to,4120120,Hemodialysis,SNOMED,Procedure,02-20-2024,12-31-2099,
HEMODIALYSIS,0,DelphiR2,HEMODIALYSIS,Subsumes,37397639,Hemodialysis care,SNOMED,Observation,02-20-2024,12-31-2099,
HOB ELEVATED,0,DelphiR2,HOB ELEVATED,Has asso proc,4172820,Elevation of head of bed,SNOMED,Procedure,02-20-2024,12-31-2099,
HOME MEDICATIONS,0,DelphiR2,HOME MEDICATIONS,Is a,40769096,Medications Current medication,LOINC,Measurement,02-20-2024,12-31-2099,
